Session,TimeStep,TimeFocused,TimeDiverted,TimeDistracted,NumDiverted,NumDistracted,NumNotifs,AvgFriendsPerMin,FirstDistraction,FirstDiversion,Type
13633869,6,712,14,174,0,0,3,0.30441888783229665,none,progress,A
13633869,7,614,54,232,0,0,13,0.8023748680993199,game,timer,A
13633869,8,768,47,85,0,1,11,2.0382899684269806,none,none,A
13633869,9,747,0,153,0,0,6,2.302973171119048,none,none,A
13633869,10,822,78,0,0,0,5,1.5394019874536458,game,none,A
13633869,11,864,0,36,0,0,8,1.8911528154757393,none,none,A
2975687,0,511,118,271,3,0,11,2.020410173724394,none,none,A
2975687,1,879,0,21,0,0,17,0.39999235794603805,game,none,A
2975687,2,900,0,0,0,1,5,0.5628190403891453,none,none,A
2975687,3,808,92,0,0,0,5,0.9971720851841691,none,none,A
2975687,4,728,9,163,0,0,17,0.8601678305576734,none,none,A
2975687,5,886,0,14,0,4,7,0.23478176319540678,none,none,A
2975687,6,784,0,116,0,0,7,1.24103369023692,none,none,A
2975687,7,613,83,204,0,0,9,1.2769446384697867,none,none,A
2975687,8,833,0,67,0,0,4,1.4430395169037658,none,none,A
2975687,9,783,105,12,0,0,6,0.5310778921404136,none,none,A
4786640,0,551,56,293,1,0,2,2.3035262577319466,none,none,A
4786640,1,699,39,162,4,0,10,1.0664055001098443,none,timer,A
4786640,2,772,62,66,0,0,9,2.1772175529903617,none,friends,A
4786640,3,795,44,61,0,0,9,1.1501587634985646,none,none,A
4786640,4,864,36,0,0,0,15,1.3361483444792928,none,timer,A
4786640,5,887,13,0,0,0,11,2.33467545638384,none,none,A
4786640,6,735,13,152,0,0,10,0.7536208669787599,social,none,A
15945499,0,900,0,0,0,2,14,1.007589519147427,video,none,A
15945499,1,646,65,189,0,2,7,0.06923044951240764,game,timer,A
15945499,2,789,44,67,0,2,12,1.025659169436189,none,none,A
15945499,3,844,13,43,1,0,5,3.164533383393857,none,none,A
15945499,4,702,37,161,0,0,18,1.8446449828049925,none,none,A
7918859,0,722,13,165,1,4,19,1.428680462959638,none,timer,A
7918859,1,797,91,12,0,0,4,2.384963425150971,none,progress,A
7918859,2,753,72,75,1,0,12,0.5146450542240144,none,none,A
7918859,3,864,7,29,0,0,16,0.726168348104081,none,timer,A
7918859,4,836,0,64,0,0,7,1.5508523710936926,none,none,A
7918859,5,900,0,0,0,0,22,2.3368499738998483,none,none,A
7918859,6,770,0,130,0,1,9,1.7705174170237905,social,none,A
7918859,7,755,93,52,0,0,11,0.09260028697670553,none,none,A
7918859,8,775,22,103,0,0,8,0.915117073874129,none,none,A
7918859,9,785,0,115,0,0,10,0.746250342658797,social,none,A
7918859,10,740,0,160,0,0,13,1.6170144469837298,none,none,A
15452628,0,773,127,0,0,1,18,1.351901080176746,game,progress,A
15452628,1,792,108,0,0,0,7,1.9001647192149584,none,none,A
15452628,2,792,108,0,0,0,11,2.159328257968531,none,friends,A
15452628,3,862,0,38,0,0,21,1.8413125465601803,none,none,A
15452628,4,694,0,206,0,0,11,0.7242078785971775,none,none,A
15452628,5,761,69,70,0,0,18,0.9455345540601144,none,customizations,A
15452628,6,856,44,0,0,0,16,0.2136920023498361,none,none,A
15452628,7,831,69,0,0,0,11,1.450129555607933,none,none,A
15452628,8,827,0,73,0,0,2,2.2706703622731554,none,none,A
15452628,9,800,49,51,3,0,4,0.9498266302620112,none,timer,A
15452628,10,845,0,55,0,0,7,1.3584604797343478,none,none,A
4609511,0,542,72,286,5,0,9,1.8911528154757393,social,timer,A
4609511,1,633,115,152,0,0,8,2.192707295723327,none,none,A
4609511,2,813,87,0,1,0,10,1.7009579752694322,social,none,A
4609511,3,735,165,0,0,0,5,2.4758517083472213,none,none,A
4609511,4,754,56,90,0,0,14,2.836251467593899,none,none,A
4609511,5,741,33,126,1,5,7,1.7675864931374425,none,timer,A
4609511,6,801,0,99,0,0,15,1.8283331285459137,none,none,A
4609511,7,731,25,144,0,0,9,2.8464279682908695,none,timer,A
4609511,8,808,26,66,0,0,16,0.7687407219987286,game,none,A
4609511,9,850,50,0,0,0,13,1.3165455020802244,none,timer,A
4609511,10,865,35,0,0,0,10,1.0764966056469827,none,timer,A
4609511,11,835,65,0,0,0,5,1.4317826511044789,none,none,A
4609511,12,783,59,58,0,0,15,0.7462219063290849,none,none,A
4609511,13,783,80,37,0,0,15,0.3307195630122466,none,timer,A
4609511,14,741,61,98,5,0,11,1.1170742140976802,none,timer,A
4609511,15,730,0,170,0,0,9,2.0683011537808684,game,none,A
5363000,0,729,75,96,0,1,18,2.671251560195225,game,none,A
168066,0,799,87,14,5,4,19,2.1172710124951513,social,none,A
168066,1,794,20,86,1,0,10,0.17756390396280475,none,none,A
168066,2,693,0,207,0,0,10,0.0,none,none,A
168066,3,859,41,0,0,0,10,0.8596596819627893,none,none,A
168066,4,666,58,176,3,0,2,1.2327949961537792,none,none,A
168066,5,794,40,66,5,0,15,0.7576986366594634,none,timer,A
168066,6,734,0,166,0,0,9,2.9205830225241267,none,none,A
168066,7,649,69,182,0,0,8,1.3908892701379338,none,timer,A
168066,8,792,20,88,0,0,13,1.6507610243000537,game,none,A
168066,9,720,33,147,0,0,11,1.8308783954818797,none,none,A
168066,10,832,68,0,0,0,11,2.7994036715530655,none,timer,A
168066,11,900,0,0,0,0,14,1.364379200166468,video,none,A
168066,12,868,32,0,0,0,9,1.7491369593349366,none,timer,A
168066,13,740,0,160,0,0,13,2.1714427376207235,none,none,A
168066,14,698,62,140,0,0,12,1.1590574389431123,none,timer,A
168066,15,665,0,235,0,0,10,1.8571583035240702,none,none,A
11740646,0,900,0,0,0,1,11,1.511779173740805,video,none,A
11740646,1,778,0,122,0,0,1,0.9796693519050295,none,none,A
11740646,2,900,0,0,0,0,5,1.836339808029813,none,none,A
16440039,0,811,89,0,0,0,12,1.5936920464876332,game,timer,A
16440039,1,795,7,98,3,0,5,2.449316390361799,social,none,A
16440039,2,776,57,67,0,0,15,1.9285098372451586,none,timer,A
16440039,3,724,0,176,0,0,17,0.6986094945904184,social,none,A
16620647,0,640,110,150,2,0,1,1.8911528154757393,none,timer,A
16620647,1,746,12,142,1,0,12,2.4897152807887912,none,none,A
16620647,2,653,79,168,0,0,5,1.85499994301358,none,none,A
16620647,3,800,35,65,0,0,12,0.9410413554535272,social,none,A
16620647,4,624,133,143,1,0,7,1.765630461421388,none,none,A
16620647,5,725,23,152,0,0,13,1.8911528154757393,none,timer,A
16620647,6,718,105,77,0,0,15,0.5320990148891633,game,none,A
16620647,7,831,67,2,0,0,12,2.7100713726162393,game,none,A
16620647,8,834,66,0,0,0,10,0.7276514319546068,none,timer,A
16620647,9,891,0,9,0,0,5,0.6504149136289203,game,none,A
16620647,10,697,35,168,0,0,12,1.0743486287053723,none,none,A
16620647,11,677,62,161,1,0,16,0.8959810612211663,none,timer,A
16620647,12,852,0,48,0,0,9,2.0306149168670107,none,none,A
16620647,13,694,68,138,0,0,8,1.481632872735437,none,friends,A
16620647,14,786,19,95,0,0,4,0.8986869934200051,none,progress,A
16620647,15,852,2,46,0,0,5,0.8344574246459882,none,none,A
13576139,0,641,115,144,0,0,19,2.3153437500800407,social,timer,A
8517868,0,577,111,212,0,0,13,1.8911528154757393,social,none,A
8517868,1,900,0,0,0,0,19,0.669153937884964,social,none,A
8517868,2,691,81,128,0,0,16,1.2130132203042654,none,friends,A
8517868,3,800,0,100,0,0,19,0.7029221655886824,none,none,A
8517868,4,774,0,126,0,0,1,0.9747482296216243,none,none,A
8517868,5,831,69,0,0,0,11,0.27355650834236234,none,timer,A
8517868,6,846,0,54,0,0,8,0.9241746480822797,none,none,A
8517868,7,818,33,49,0,0,15,0.7453800186282169,video,none,A
16693633,0,870,30,0,0,0,11,4.0,none,none,A
16693633,1,686,214,0,0,0,14,2.829220886670039,game,none,A
16693633,2,859,41,0,4,0,8,1.4256354490716572,game,timer,A
16693633,3,794,35,71,3,0,11,0.4516284241682591,social,timer,A
16693633,4,616,52,232,1,0,15,1.106044451167957,none,none,A
16693633,5,701,110,89,0,4,7,1.0822925328371649,none,none,A
16693633,6,794,0,106,0,0,12,1.905609371562501,none,none,A
16311,0,899,1,0,1,0,11,0.0,none,progress,A
16311,1,872,0,28,0,0,6,1.8741447019921966,none,none,A
16311,2,803,59,38,0,0,9,1.8911528154757393,social,none,A
16311,3,686,81,133,0,1,11,1.8911528154757393,none,none,A
16311,4,827,0,73,0,0,12,1.0267076082956015,none,none,A
16311,5,752,78,70,0,0,5,2.1826974922379563,none,none,A
16311,6,802,98,0,0,0,9,1.8317354061399127,none,none,A
16311,7,795,105,0,0,0,17,2.212746980466259,none,none,A
12348850,0,599,70,231,1,0,12,1.2551626684224688,none,timer,A
12348850,1,775,0,125,0,0,10,0.6200474986173672,none,none,A
12348850,2,648,47,205,0,0,5,1.8911528154757393,none,timer,A
12348850,3,757,37,106,0,1,8,2.6430736564008015,none,none,A
12348850,4,695,25,180,0,0,12,2.1069875739643242,none,none,A
12348850,5,785,115,0,0,0,7,0.43290956385510215,none,timer,A
12348850,6,887,0,13,0,0,15,1.673740702395098,game,none,A
12348850,7,689,62,149,0,0,17,2.4189785749843553,none,none,A
12348850,8,681,58,161,0,0,8,1.588667864051696,none,none,A
12348850,9,677,17,206,0,0,18,2.302181003909828,none,progress,A
12348850,10,822,78,0,0,0,9,2.240224057989326,none,none,A
12348850,11,899,1,0,0,0,13,0.0,none,none,A
12348850,12,754,101,45,0,0,2,1.3127445126753847,none,none,A
12348850,13,708,27,165,0,0,5,0.6868014379335468,social,progress,A
12348850,14,779,58,63,0,0,23,1.5509702526059534,game,none,A
12348850,15,900,0,0,0,0,10,1.2544571027628262,none,none,A
11048635,0,725,0,175,0,0,5,1.7291370639109271,none,none,A
11048635,1,674,0,226,0,0,0,1.0287988849191803,none,none,A
11048635,2,599,0,301,0,0,12,0.0,game,none,A
11048635,3,724,0,176,0,0,7,1.0384244963560025,none,none,A
11048635,4,758,27,115,3,0,8,1.3223985604419188,none,timer,A
11048635,5,727,73,100,0,0,8,1.1790235339115778,game,friends,A
11048635,6,760,37,103,1,0,12,0.8179316085485004,none,none,A
11048635,7,883,0,17,0,0,0,1.3321168484623933,none,none,A
11048635,8,888,12,0,2,0,8,1.8911528154757393,game,none,A
11048635,9,900,0,0,0,1,13,0.3378126176907772,social,none,A
11048635,10,874,0,26,0,0,11,1.6928063997600458,none,none,A
11048635,11,863,0,37,0,0,12,0.5537739609319288,none,none,A
11048635,12,781,11,108,0,0,9,0.28144250576637764,none,none,A
11048635,13,771,11,118,0,0,9,1.4359450834940977,game,none,A
11048635,14,840,60,0,0,0,7,0.22097945811876163,none,none,A
11048635,15,813,0,87,0,0,8,1.2817430967672978,game,none,A
5784719,0,675,71,154,0,0,11,2.2791252155474555,none,none,A
8994905,0,900,0,0,0,3,14,2.130532596453788,none,none,A
8994905,1,854,46,0,0,0,24,2.028017473574558,none,none,A
8994905,2,782,0,118,0,0,4,1.923931071137347,none,none,A
8994905,3,766,80,54,0,0,3,2.011992653904178,none,none,A
8994905,4,788,112,0,0,0,7,0.0,none,none,A
8994905,5,843,6,51,0,0,6,1.8060614073473282,game,none,A
8994905,6,872,24,4,0,0,17,1.761686299404983,game,timer,A
8994905,7,779,80,41,0,0,6,1.6161828782237193,none,none,A
8994905,8,859,0,41,0,0,15,0.7942438012156043,none,none,A
8994905,9,706,36,158,0,0,16,0.6491431203252243,none,none,A
8994905,10,727,38,135,0,0,5,1.0930067386777806,none,customizations,A
8994905,11,777,120,3,0,0,11,0.9898208631001318,game,none,A
8994905,12,764,20,116,0,0,10,1.3028186825333603,none,timer,A
8994905,13,567,74,259,0,0,11,0.0,none,none,A
8994905,14,860,40,0,0,0,14,0.12922610730439343,none,timer,A
8994905,15,812,0,88,0,0,6,0.8948212898223964,none,none,A
8595026,0,720,0,180,0,3,12,2.683137170478584,none,none,A
8595026,1,681,93,126,3,4,10,2.0312711498031373,none,none,A
8595026,2,596,41,263,0,0,19,1.4195805358543554,none,none,A
8595026,3,882,0,18,0,0,19,2.6368124936223913,none,none,A
8595026,4,824,76,0,0,0,18,1.8431930927464537,game,none,A
8595026,5,808,47,45,0,0,11,1.6445949077994386,none,none,A
8595026,6,887,1,12,0,0,13,1.0598685911039238,none,progress,A
8595026,7,765,96,39,0,0,12,0.9982282794062304,none,customizations,A
8595026,8,702,69,129,0,0,11,1.8911528154757393,none,timer,A
8595026,9,811,89,0,0,0,16,0.0,video,none,A
8595026,10,752,5,143,0,0,12,0.13178744507518148,none,timer,A
8595026,11,784,0,116,0,0,13,1.5538600730702632,game,none,A
8595026,12,758,0,142,0,0,13,0.6128293240881038,none,none,A
8595026,13,853,47,0,0,0,8,0.8601974732771307,none,none,A
8595026,14,873,27,0,0,0,11,0.9453192134905679,none,timer,A
8595026,15,846,54,0,0,0,9,0.21095005080002882,none,none,A
15434468,0,594,109,197,0,0,15,2.3181639015365563,social,none,A
7858797,0,900,0,0,0,1,15,2.609974888835061,video,none,A
7858797,1,624,46,230,0,0,29,1.3021955822298827,none,timer,A
7858797,2,786,78,36,1,0,20,2.7544261011889577,none,none,A
7858797,3,676,98,126,0,0,13,3.99060014445839,none,none,A
7858797,4,640,112,148,0,0,2,1.4354819590879242,none,timer,A
7858797,5,720,73,107,0,0,20,0.7721734178484496,video,none,A
7858797,6,807,93,0,0,0,18,2.0118508169384026,none,none,A
7858797,7,817,0,83,0,0,14,0.9434925670747032,none,none,A
7858797,8,767,0,133,0,0,5,1.6098764973725326,none,none,A
7858797,9,606,35,259,0,0,6,0.6443634903248106,none,none,A
7858797,10,772,0,128,0,0,5,0.37606378968824705,none,none,A
7858797,11,736,72,92,0,0,2,1.1774795273789112,none,none,A
7858797,12,812,5,83,0,0,14,0.9011497519144581,none,none,A
7858797,13,833,8,59,0,0,7,0.6816766081245682,none,none,A
7858797,14,900,0,0,0,0,8,0.0,social,none,A
7858797,15,837,5,58,0,0,12,0.0,none,none,A
15653916,0,654,82,164,5,0,5,2.175680353942687,none,none,A
15623453,0,742,14,144,0,0,2,2.189820232721292,social,customizations,A
15623453,1,570,143,187,2,1,9,1.3405075045681012,none,none,A
15623453,2,852,48,0,1,0,2,1.7484767625467894,none,none,A
15623453,3,897,0,3,0,0,9,1.1263621225764981,social,none,A
15623453,4,849,51,0,0,0,10,1.2097231800419328,none,none,A
15623453,5,729,0,171,0,0,7,0.9199001507023866,game,none,A
15623453,6,776,0,124,0,0,12,0.22996585533193614,none,none,A
15623453,7,722,33,145,0,0,7,1.5852589513140978,none,none,A
2826423,0,618,58,224,0,0,10,3.3310804856409533,social,none,A
1289339,0,651,126,123,1,1,23,2.848022384680753,none,none,A
1289339,1,725,146,29,0,0,10,3.757325384957424,none,none,A
1289339,2,767,133,0,1,0,16,1.6521021634714337,game,none,A
1289339,3,660,55,185,3,0,2,1.3376621912683253,none,timer,A
1289339,4,535,51,314,0,0,4,1.4854186099270676,none,none,A
1289339,5,765,135,0,0,0,5,2.191962393140916,none,none,A
1289339,6,791,109,0,1,0,8,0.5620532414129311,none,none,A
1289339,7,754,16,130,0,0,17,0.0,game,none,A
1289339,8,738,102,60,0,0,12,1.1294957199400666,none,none,A
1289339,9,689,42,169,0,0,9,0.7569541218451852,game,none,A
1289339,10,716,30,154,0,0,22,1.2019959090401282,none,none,A
675399,0,684,61,155,0,1,10,2.314167476992968,none,none,A
675399,1,698,135,67,4,0,8,1.9082743295953457,none,progress,A
675399,2,744,0,156,0,0,7,2.3556677581721246,none,none,A
675399,3,758,0,142,0,0,6,2.443808359467277,none,none,A
675399,4,805,0,95,0,0,10,0.5495930449279971,game,none,A
675399,5,754,0,146,0,0,4,0.0,none,none,A
675399,6,717,0,183,0,0,6,1.1086894606846551,none,none,A
675399,7,735,38,127,3,2,3,0.39866584625032053,none,none,A
675399,8,641,47,212,0,0,2,0.6715057946935401,none,none,A
675399,9,857,43,0,0,0,8,1.6385632391274092,none,none,A
675399,10,844,56,0,0,0,11,2.9906410048407546,none,timer,A
675399,11,825,75,0,0,0,12,0.0,none,none,A
675399,12,778,38,84,0,0,17,0.8395671745831494,none,progress,A
675399,13,864,36,0,0,0,6,2.763163465090412,none,none,A
675399,14,786,38,76,5,0,9,1.0840505012082402,none,none,A
675399,15,796,48,56,0,2,10,1.6262764180830225,none,none,A
4264555,0,753,115,32,0,1,14,0.0,game,none,A
4264555,1,653,75,172,0,5,6,1.6045785506350951,none,none,A
4264555,2,819,0,81,0,0,0,0.9340817791832509,none,none,A
4264555,3,893,7,0,0,0,7,1.9070662164360654,social,none,A
4264555,4,828,72,0,0,0,7,0.7683822519029648,none,none,A
4264555,5,641,78,181,0,0,3,1.5112973933789267,game,timer,A
4264555,6,702,123,75,0,0,12,1.4785907886511238,none,none,A
4264555,7,622,86,192,0,0,12,0.1587373302795263,game,none,A
4264555,8,743,157,0,0,0,9,1.3849118674617715,game,none,A
4264555,9,803,0,97,0,0,0,2.1090333524603637,none,none,A
4264555,10,820,11,69,0,0,14,0.668587365558126,none,timer,A
4264555,11,900,0,0,0,0,11,2.8601309185549146,none,none,A
10440627,0,600,165,135,0,1,18,0.3555803258604151,none,progress,A
10440627,1,695,48,157,0,0,6,1.6146820647524716,none,none,A
10440627,2,731,83,86,0,0,10,0.2673839290395401,game,timer,A
10440627,3,866,34,0,1,1,10,2.8129668529480414,game,timer,A
10440627,4,784,56,60,1,0,8,0.3580141310009797,video,none,A
10440627,5,710,78,112,0,1,6,1.9089321566893505,game,timer,A
10440627,6,835,0,65,0,0,11,1.9050582668756126,game,none,A
